id,nombre,apellido,email,sexo,dimensions,requirements,longitude,latitude
419,Wendie,Wedderburn,wwedderburnbm@fda.gov,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":5}]",-73.0533463877523,-37.3964545282703
420,Micky,Husband,mhusbandbn@walmart.com,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":6}]",-72.9799161650189,-37.1522576518407
421,Woodrow,Chilles,wchillesbo@businessinsider.com,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":5},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":5},{""name"":""primeros auxilios"",""score"":4},{""name"":""condicion fisica"",""score"":7},{""name"":""casco"",""score"":4}]",-73.1049012355858,-36.7666763286858
422,Antonietta,Freeborn,afreebornbp@cnn.com,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":9}]",-73.1279279579958,-36.7240863842839
423,Erica,Gilbane,egilbanebq@mtv.com,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":3}]",-73.1002504153726,-36.7444556508912
424,Ariella,Rowet,arowetbr@census.gov,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":1},{""name"":""primeros auxilios"",""score"":10},{""name"":""condicion fisica"",""score"":2},{""name"":""casco"",""score"":9}]",-73.4377311463816,-37.4811323353526
425,Aldus,Barten,abartenbs@cbc.ca,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":7}]",-73.4409895175924,-37.4671173621269
426,Connie,O'Donohue,codonohuebt@bbb.org,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":4}]",-73.6528057010134,-37.6051117433256
427,Curr,McCabe,cmccabebu@instagram.com,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":7}]",-73.2653364950324,-37.2258892204582
428,Gregg,Khomin,gkhominbv@indiegogo.com,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":5}]",-73.5339718131641,-37.4364142172009
429,Andee,Shooter,ashooterbw@uol.com.br,Female,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":1}]",-73.6557262418248,-37.2833475410611
430,Quinlan,Heber,qheberbx@purevolume.com,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":6}]",-73.5383357002015,-37.8644450485328
431,Irena,Minci,iminciby@dailymotion.com,Female,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":9}]",-73.3479610331539,-37.8684919104877
432,Katrinka,Robbert,krobbertbz@uiuc.edu,Female,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":4}]",-73.355152397795,-37.7413800752734
433,Howey,Croll,hcrollc0@slate.com,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":6},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":8},{""name"":""primeros auxilios"",""score"":1},{""name"":""condicion fisica"",""score"":10},{""name"":""casco"",""score"":6}]",-73.2351683777693,-37.9539548592873
434,Shellie,Bredgeland,sbredgelandc1@naver.com,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":1},{""name"":""primeros auxilios"",""score"":3},{""name"":""condicion fisica"",""score"":10},{""name"":""casco"",""score"":4}]",-73.0839712331506,-38.0988250325225
435,Jean,Spellar,jspellarc2@senate.gov,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":10}]",-73.2663852820356,-38.2012468256058
436,Violante,Mulvagh,vmulvaghc3@senate.gov,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":6},{""name"":""alta estatura"",""score"":8},{""name"":""guantes"",""score"":3}]",-73.1277674022691,-37.3811837994845
437,Lilllie,Eastmond,leastmondc4@godaddy.com,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":4},{""name"":""guantes"",""score"":7},{""name"":""primeros auxilios"",""score"":1},{""name"":""condicion fisica"",""score"":10},{""name"":""casco"",""score"":2}]",-73.4392403446539,-37.371845241076
438,Sharity,Golston,sgolstonc5@blinklist.com,Female,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":8},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":10},{""name"":""condicion fisica"",""score"":10},{""name"":""casco"",""score"":3}]",-73.4354857879889,-37.3829323254571
439,Elisabetta,Crewther,ecrewtherc6@woothemes.com,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":7},{""name"":""primeros auxilios"",""score"":3},{""name"":""condicion fisica"",""score"":6}]",-73.1867610097018,-37.7211844692979
440,Errol,Ilyin,eilyinc7@merriam-webster.com,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":7}]",-73.1844188139785,-37.6291857931975
441,Dorothy,Bader,dbaderc8@omniture.com,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":6},{""name"":""alta estatura"",""score"":2}]",-73.4437347932658,-37.6953123282292
442,Jordon,Erridge,jerridgec9@irs.gov,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":5}]",-73.3864494706988,-38.2198155176445
443,Eden,Gannicleff,egannicleffca@epa.gov,Female,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":6}]",-73.3142487024819,-38.2971628583198
444,Winifield,Orteau,worteaucb@netvibes.com,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":9},{""name"":""condicion fisica"",""score"":5},{""name"":""casco"",""score"":3}]",-73.4356789365515,-38.2457871132669
445,Leora,Moffett,lmoffettcc@cnn.com,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":7}]",-72.1144980638842,-37.3591750172937
446,Trista,Strettell,tstrettellcd@slate.com,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":8}]",-72.4368396522397,-37.2281679961092
447,Web,Iacovolo,wiacovoloce@squarespace.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":7}]",-72.4225550472196,-37.5016553798325
448,Libby,Rawe,lrawecf@fc2.com,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":10}]",-71.1395470414051,-37.5131833291212
449,Torin,Breakwell,tbreakwellcg@geocities.jp,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":4}]",-71.5253138221612,-37.3418867064261
450,Skippie,Phippen,sphippench@theglobeandmail.com,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":5},{""name"":""primeros auxilios"",""score"":7}]",-71.3517894430839,-37.3111915224359
451,Dorie,Kellie,dkellieci@icq.com,Female,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":8}]",-72.5096624205279,-37.0635443274989
452,Carlotta,Godwin,cgodwincj@mysql.com,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":10}]",-72.3486761569023,-37.0484042489307
453,Bram,Evins,bevinsck@canalblog.com,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":1},{""name"":""condicion fisica"",""score"":2},{""name"":""casco"",""score"":1}]",-72.4360062730782,-37.0858163307756
454,Hieronymus,Wheeldon,hwheeldoncl@example.com,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":3}]",-72.5682334890692,-37.321687821828
455,Sofie,Polson,spolsoncm@skype.com,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":6}]",-72.6549238819551,-37.2915011688978
456,Mathilda,Slocom,mslocomcn@elegantthemes.com,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":5}]",-72.697193730762,-37.2739060785974
457,Coralie,Vickerstaff,cvickerstaffco@vistaprint.com,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":8}]",-71.9321243378844,-37.8478538050839
458,Cassandry,Schmidt,cschmidtcp@virginia.edu,Female,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":6},{""name"":""primeros auxilios"",""score"":9}]",-71.6736882368902,-37.9976143418371
459,Cordi,Holworth,cholworthcq@symantec.com,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":4}]",-72.3072986738737,-37.6330124982974
